vessel_id,operational_risk_category_pct,operational_risk_score_final,maintenance_risk_score_norm,predicted_high_traffic,weather_risk_score_norm,vessel_label,anomaly_flag,anomaly_score,combined_risk_score,combined_risk_alert
7,Medium,0.235235766261652,0.5910499139414803,0,0.193069306930693,Vessel 7,0,-0.20197586217929459,0.2629759888209131,Normal
21,Medium,0.2308029760604326,0.7594422634357657,0,0.0099009900990099,Vessel 21,0,-0.20320937208195955,0.2759734722626182,Normal
55,Medium,0.2441202579863278,0.6157143913075616,0,0.198019801980198,Vessel 55,0,-0.20342308855695723,0.27314232938557365,Normal
106,Medium,0.2669079033148481,0.6966237041188009,0,0.193069306930693,Vessel 106,0,-0.20622561606184553,0.3009825532847485,Warning
12,Medium,0.2707827372953582,0.684787342139643,0,0.2178217821782178,Vessel 12,0,-0.2063275819513103,0.3031571065366081,Warning
41,Medium,0.2221434240366721,0.5919632286370918,0,0.1485148514851485,Vessel 41,0,-0.20821972355734997,0.25172062369549164,Normal
0,Medium,0.2517056176513282,0.8390187255044275,0,0.0,Vessel 0,0,-0.2084790943522306,0.30204674118159386,Warning
80,Low,0.1074358784832582,0.358119594944194,0,0.0,Vessel 80,0,-0.20894940038834725,0.12892305417990985,Normal
122,Medium,0.2420071346839873,0.8066904489466246,0,0.0,Vessel 122,0,-0.20932133088702815,0.2904085616207848,Normal
51,Low,0.173241744264425,0.5675714907824069,0,0.0099009900990099,Vessel 51,0,-0.2110811651379112,0.20689999410740906,Normal
65,Medium,0.2479391249207355,0.8264637497357853,0,0.0,Vessel 65,0,-0.2120960969305098,0.2975269499048827,Normal
70,Medium,0.202459819920203,0.5263512149155282,0,0.1485148514851485,Vessel 70,0,-0.2136270464757164,0.22810029875572874,Normal
11,Medium,0.2372273905749581,0.7907579685831937,0,0.0,Vessel 11,0,-0.21383150321807753,0.28467286868994973,Normal
149,Medium,0.2039294554455445,0.5312500000000001,0,0.1485148514851485,Vessel 149,0,-0.21395662797486875,0.22986386138613862,Normal
57,Low,0.1902163225519101,0.6241534184073574,0,0.0099009900990099,Vessel 57,0,-0.2143442613746676,0.22726948805239122,Normal
102,Low,0.1134652245345016,0.3782174151150055,0,0.0,Vessel 102,0,-0.21477966066020493,0.13615826944140197,Normal
116,Medium,0.2066812705366922,0.6889375684556408,0,0.0,Vessel 116,0,-0.2189907413352447,0.24801752464403068,Normal
115,Medium,0.2161981258366801,0.7206604194556003,0,0.0,Vessel 115,0,-0.2195009755301699,0.2594377510040161,Normal
127,Medium,0.2285483397002645,0.7618277990008817,0,0.0,Vessel 127,0,-0.22139587532264837,0.2742580076403174,Normal
155,Low,0.1218008127183289,0.4060027090610965,0,0.0,Vessel 155,0,-0.2246143280393455,0.14616097526199473,Normal
13,Low,0.1203762418093426,0.4012541393644754,0,0.0,Vessel 13,0,-0.2246571831528077,0.14445149017121114,Normal
140,Low,0.1301204819277108,0.4337349397590362,0,0.0,Vessel 140,0,-0.22825705781180405,0.156144578313253,Normal
84,Low,0.1365461847389558,0.4551539491298528,0,0.0,Vessel 84,0,-0.22847966862810581,0.163855421686747,Normal
53,Low,0.1285140562248996,0.428380187416332,0,0.0,Vessel 53,0,-0.22894938829913608,0.1542168674698795,Normal
125,Low,0.1488438224949487,0.4961460749831625,0,0.0,Vessel 125,0,-0.2294304056750987,0.17861258699393848,Normal
135,Low,0.1287785874035062,0.4292619580116874,0,0.0,Vessel 135,0,-0.22950491027660497,0.15453430488420744,Normal
54,Low,0.144578313253012,0.4819277108433735,0,0.0,Vessel 54,0,-0.22964337314444955,0.17349397590361443,Normal
76,Low,0.1473261466920312,0.4910871556401042,0,0.0,Vessel 76,0,-0.22965250510251084,0.17679137603043749,Normal
154,Low,0.1891974678374515,0.6306582261248385,0,0.0,Vessel 154,0,-0.23449612436374334,0.22703696140494184,Normal
153,Low,0.1832899780941949,0.6109665936473166,0,0.0,Vessel 153,0,-0.2362648402172029,0.21994797371303396,Normal
141,Low,0.188526834611172,0.62842278203724,0,0.0,Vessel 141,0,-0.23772670963347414,0.2262322015334064,Normal
71,Low,0.1787829283234633,0.5959430944115446,0,0.0,Vessel 71,0,-0.2413722313799727,0.21453951398815604,Normal
64,Low,0.1733526283906576,0.5778420946355255,0,0.0,Vessel 64,0,-0.24277225593962615,0.20802315406878918,Normal
61,Low,0.1666326322238105,0.5554421074127017,0,0.0,Vessel 61,0,-0.243243318685617,0.1999591586685726,Normal
16,Low,0.1688860705981822,0.5629535686606074,0,0.0,Vessel 16,0,-0.24580957293440509,0.20266328471781866,Normal
8,Low,0.1692518577303225,0.5641728591010751,0,0.0,Vessel 8,0,-0.24580957293440509,0.203102229276387,Normal
