vessel_id,vessel_label,combined_risk_score,combined_risk_alert,anomaly_flag,anomaly_score,operational_risk_score_final,maintenance_risk_score_norm,weather_risk_score_norm,predicted_high_traffic
87,Vessel 87,0.2937572695945647,Normal,0,-0.1991638568690948,0.264599704860157,0.644375253824286,0.2376237623762376,0
122,Vessel 122,0.2904085616207848,Normal,0,-0.2093213308870281,0.2420071346839873,0.8066904489466246,0.0,0
11,Vessel 11,0.2846728686899497,Normal,0,-0.2138315032180775,0.2372273905749581,0.7907579685831937,0.0,0
21,Vessel 21,0.2759734722626182,Normal,0,-0.2032093720819595,0.2308029760604326,0.7594422634357657,0.0099009900990099,0
127,Vessel 127,0.2742580076403174,Normal,0,-0.2213958753226483,0.2285483397002645,0.7618277990008817,0.0,0
55,Vessel 55,0.2731423293855736,Normal,0,-0.2034230885569572,0.2441202579863278,0.6157143913075616,0.198019801980198,0
7,Vessel 7,0.2629759888209131,Normal,0,-0.2019758621792945,0.235235766261652,0.5910499139414803,0.193069306930693,0
115,Vessel 115,0.2594377510040161,Normal,0,-0.2195009755301699,0.2161981258366801,0.7206604194556003,0.0,0
31,Vessel 31,0.2576457060107804,Normal,0,-0.2014763051620492,0.2155298375172345,0.7085318016251052,0.0099009900990099,0
41,Vessel 41,0.2517206236954916,Normal,0,-0.2082197235573499,0.2221434240366721,0.5919632286370918,0.1485148514851485,0
116,Vessel 116,0.2480175246440306,Normal,0,-0.2189907413352447,0.2066812705366922,0.6889375684556408,0.0,0
52,Vessel 52,0.2441278283318215,Normal,0,-0.0767805158322955,0.2467566886263529,0.3027203152231567,0.5198019801980198,0
149,Vessel 149,0.2298638613861386,Normal,0,-0.2139566279748687,0.2039294554455445,0.5312500000000001,0.1485148514851485,0
70,Vessel 70,0.2281002987557287,Normal,0,-0.2136270464757164,0.202459819920203,0.5263512149155282,0.1485148514851485,0
57,Vessel 57,0.2272694880523912,Normal,0,-0.2143442613746676,0.1902163225519101,0.6241534184073574,0.0099009900990099,0
154,Vessel 154,0.2270369614049418,Normal,0,-0.2344961243637433,0.1891974678374515,0.6306582261248385,0.0,0
141,Vessel 141,0.2262322015334064,Normal,0,-0.2377267096334741,0.188526834611172,0.62842278203724,0.0,0
79,Vessel 79,0.2207321195861345,Normal,0,-0.1699296512382657,0.2078708257277194,0.4057740395544442,0.2871287128712871,0
153,Vessel 153,0.2199479737130339,Normal,0,-0.2362648402172029,0.1832899780941949,0.6109665936473166,0.0,0
71,Vessel 71,0.214539513988156,Normal,0,-0.2413722313799727,0.1787829283234633,0.5959430944115446,0.0,0
19,Vessel 19,0.2095038916373023,Normal,0,-0.167331398531714,0.2005766753743196,0.3567077297955868,0.3118811881188119,0
64,Vessel 64,0.2080231540687891,Normal,0,-0.2427722559396261,0.1733526283906576,0.5778420946355255,0.0,0
51,Vessel 51,0.206899994107409,Normal,0,-0.2110811651379112,0.173241744264425,0.5675714907824069,0.0099009900990099,0
8,Vessel 8,0.203102229276387,Normal,0,-0.245809572934405,0.1692518577303225,0.5641728591010751,0.0,0
16,Vessel 16,0.2026632847178186,Normal,0,-0.245809572934405,0.1688860705981822,0.5629535686606074,0.0,0
27,Vessel 27,0.2024327643607734,Normal,0,-0.1814876234345085,0.1926213630399184,0.3549424972617744,0.2871287128712871,0
61,Vessel 61,0.1999591586685726,Normal,0,-0.243243318685617,0.1666326322238105,0.5554421074127017,0.0,0
114,Vessel 114,0.1984957652391745,Normal,0,-0.1899065730858163,0.1699510914946916,0.5120481927710844,0.0544554455445544,0
68,Vessel 68,0.1980842855824568,Normal,0,-0.191384821936788,0.1795091818797701,0.4250966128665606,0.1732673267326732,0
86,Vessel 86,0.1892394645279403,Normal,0,-0.0530890911908986,0.1985411379316995,0.1717047832046749,0.4900990099009901,0
3,Vessel 3,0.1812677956619924,Normal,0,-0.176778538077127,0.170445935328888,0.3354798504362277,0.2326732673267326,0
62,Vessel 62,0.1796948599753291,Normal,0,-0.1578423289695807,0.1736731093853815,0.2917816517466514,0.2871287128712871,0
125,Vessel 125,0.1786125869939384,Normal,0,-0.2294304056750987,0.1488438224949487,0.4961460749831625,0.0,0
76,Vessel 76,0.1767913760304374,Normal,0,-0.2296525051025108,0.1473261466920312,0.4910871556401042,0.0,0
89,Vessel 89,0.1740028750679846,Normal,0,-0.1905468664996438,0.1573786335137496,0.3760805935606834,0.1485148514851485,0
54,Vessel 54,0.1734939759036144,Normal,0,-0.2296433731444495,0.144578313253012,0.4819277108433735,0.0,0
35,Vessel 35,0.1698130911197832,Normal,0,-0.1835298882529328,0.1567749356691262,0.3394148020654045,0.1831683168316831,0
84,Vessel 84,0.163855421686747,Normal,0,-0.2284796686281058,0.1365461847389558,0.4551539491298528,0.0,0
140,Vessel 140,0.156144578313253,Normal,0,-0.228257057811804,0.1301204819277108,0.4337349397590362,0.0,0
135,Vessel 135,0.1545343048842074,Normal,0,-0.2295049102766049,0.1287785874035062,0.4292619580116874,0.0,0
53,Vessel 53,0.1542168674698795,Normal,0,-0.228949388299136,0.1285140562248996,0.428380187416332,0.0,0
155,Vessel 155,0.1461609752619947,Normal,0,-0.2246143280393455,0.1218008127183289,0.4060027090610965,0.0,0
13,Vessel 13,0.1444514901712111,Normal,0,-0.2246571831528077,0.1203762418093426,0.4012541393644754,0.0,0
102,Vessel 102,0.1361582694414019,Normal,0,-0.2147796606602049,0.1134652245345016,0.3782174151150055,0.0,0
80,Vessel 80,0.1289230541799098,Normal,0,-0.2089494003883472,0.1074358784832582,0.358119594944194,0.0,0
107,Vessel 107,0.1257551538286358,Normal,0,-0.161484953049965,0.1171721991476256,0.2420591456736034,0.1485148514851485,0
134,Vessel 134,0.1143249150318339,Normal,0,-0.1463128460551407,0.1018714225925349,0.2603634878497039,0.0792079207920792,0
47,Vessel 47,0.0931680186090898,Normal,0,-0.1447530099826506,0.0912538768937134,0.1408132530120482,0.1633663366336633,0
29,Vessel 29,0.092239272119983,Normal,0,-0.153385564923485,0.0892422977237482,0.148959474260679,0.1485148514851485,0
85,Vessel 85,0.0852560240963855,Normal,0,-0.1823847621267184,0.0710466867469879,0.2368222891566265,0.0,0
18,Vessel 18,0.0826725082146768,Normal,0,-0.1856222801236585,0.068893756845564,0.2296458561518802,0.0,0
101,Vessel 101,0.0737349397590361,Normal,0,-0.1857411217279772,0.0614457831325301,0.2048192771084337,0.0,0
75,Vessel 75,0.06144578313253,Normal,0,-0.1874862085562905,0.0512048192771084,0.1706827309236947,0.0,0
56,Vessel 56,0.057338661577001,Normal,0,-0.0644261188496266,0.0622211618752236,0.0341365461847389,0.1732673267326732,0
126,Vessel 126,0.0548353511396101,Normal,0,-0.1202866882895341,0.0527093272698071,0.0915393417244396,0.0841584158415841,0
20,Vessel 20,0.0479068817643454,Normal,0,-0.1854606730486782,0.0399224014702879,0.1330746715676264,0.0,0
118,Vessel 118,0.0409638554216867,Normal,0,-0.1843072714876967,0.0341365461847389,0.1137884872824632,0.0,0
92,Vessel 92,0.0401737255712053,Normal,0,-0.1195631867872002,0.038428599692176,0.0686893917131942,0.0594059405940594,0
39,Vessel 39,0.0350007625438462,Normal,0,-0.1767988316578677,0.0291673021198718,0.0972243403995729,0.0,0
97,Vessel 97,0.0270778027363691,Normal,0,-0.1761241716035614,0.022564835613641,0.0752161187121366,0.0,0
40,Vessel 40,0.025871908687381,Normal,0,-0.1795289921977597,0.0215599239061509,0.071866413020503,0.0,0
144,Vessel 144,0.0250334672021418,Normal,0,-0.177523350848072,0.0208612226684515,0.0695374088948385,0.0,0
147,Vessel 147,0.0202912279179724,Normal,0,-0.0838751998876277,0.0193846041230628,0.0349123767798465,0.0297029702970297,0
117,Vessel 117,0.0043373493975903,Normal,0,-0.0689404069742949,0.0036144578313252,0.0120481927710842,0.0,0
